Tract,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
17031630100,0,0.0,0.0,0,0,0,0,0,1,25.1,0,0,0,0,0,0,0,0,666.0,413.0,61.0,386.0,266.0,2.0,0.0,3.0,499.0,852.0,74.0,74.0
17031630200,0,0.0,0.0,0,1,0,0,0,1,26.4,0,1,0,1,0,0,0,0,1114.0,664.0,83.0,863.0,37.0,28.0,0.0,4.0,999.0,1715.0,123.0,190.0
17031630300,0,0.0,0.0,0,0,0,0,0,1,10.2,0,0,0,0,0,0,0,0,3374.0,2082.0,259.0,2347.0,85.0,28.0,16.0,38.0,3007.0,5182.0,260.0,484.0
17031630400,0,0.0,0.0,0,0,0,0,0,1,24.3,0,0,0,0,0,0,0,0,4238.0,2525.0,314.0,3347.0,54.0,11.0,2.0,57.0,3612.0,6635.0,285.0,591.0
17031630500,0,10.0,0.16,0,1,0,1,1,1,21.8,0,1,0,1,0,0,0,1,3264.0,2296.0,318.0,3100.0,168.0,22.0,0.0,54.0,3020.0,5896.0,209.0,512.0
17031630800,0,0.0,0.0,0,0,0,0,0,1,12.7,0,0,0,0,0,0,0,0,3714.0,2476.0,346.0,3246.0,488.0,24.0,0.0,57.0,3292.0,6337.0,236.0,530.0
17031630900,0,10.0,0.19,0,0,0,0,0,1,13.3,0,0,0,0,0,0,0,0,3016.0,1887.0,306.0,2554.0,150.0,24.0,0.0,50.0,2585.0,4875.0,203.0,308.0
17031640100,0,0.0,0.0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,0,486.0,336.0,101.0,775.0,52.0,10.0,5.0,3.0,366.0,753.0,120.0,74.0
17031640300,0,8.0,0.12,0,0,0,0,1,0,4.0,0,1,0,1,0,0,0,1,1816.0,1675.0,764.0,5055.0,67.0,44.0,1.0,17.0,1279.0,2907.0,179.0,181.0
17031640400,0,0.0,0.0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,874.0,705.0,479.0,2700.0,17.0,24.0,0.0,24.0,425.0,1011.0,77.0,135.0
17031640500,0,1.0,0.03,0,0,0,0,0,0,3.2,0,1,0,1,0,0,0,0,595.0,729.0,521.0,2855.0,52.0,55.0,2.0,16.0,511.0,1170.0,87.0,209.0
17031640600,0,0.0,0.0,0,1,0,1,1,1,21.9,0,1,0,1,0,0,0,1,1566.0,896.0,486.0,3028.0,58.0,58.0,1.0,22.0,745.0,1600.0,294.0,267.0
17031640700,0,0.0,0.0,1,1,1,0,0,1,17.0,1,1,1,1,1,0,0,0,1735.0,905.0,310.0,2353.0,43.0,24.0,0.0,28.0,708.0,1760.0,92.0,238.0
17031640800,0,0.0,0.0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,720.0,479.0,148.0,943.0,53.0,22.0,2.0,8.0,688.0,1283.0,71.0,102.0
17031650100,0,4.0,0.08,0,0,0,0,0,1,18.5,0,0,0,0,0,0,0,0,2378.0,1520.0,323.0,2683.0,171.0,32.0,0.0,25.0,1905.0,4075.0,97.0,302.0
17031650200,0,0.0,0.0,0,0,0,0,0,1,16.3,0,0,0,0,0,0,0,0,3131.0,2264.0,592.0,4428.0,138.0,51.0,0.0,46.0,2657.0,5641.0,213.0,442.0
17031650301,0,7.0,0.12,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,2141.0,1799.0,435.0,3583.0,79.0,27.0,6.0,57.0,1959.0,4504.0,148.0,233.0
17031650302,0,0.0,0.0,0,0,0,0,0,1,17.5,0,0,0,0,0,0,0,0,1940.0,1400.0,277.0,2295.0,137.0,13.0,1.0,34.0,1864.0,3708.0,33.0,209.0
17031650400,0,4.0,0.06,1,1,1,1,1,1,15.7,1,1,1,1,1,0,0,1,3477.0,2206.0,490.0,3269.0,371.0,65.0,3.0,38.0,2997.0,5692.0,136.0,299.0
17031650500,0,0.0,0.0,0,0,0,0,0,0,11.6,0,1,0,1,0,0,0,0,1728.0,1248.0,482.0,2416.0,616.0,44.0,1.0,33.0,1311.0,3049.0,225.0,160.0
17031660301,0,0.0,0.0,0,0,0,0,0,1,32.8,0,0,0,0,0,0,0,0,1197.0,635.0,67.0,386.0,608.0,0.0,0.0,9.0,782.0,1149.0,228.0,238.0
17031660302,0,0.0,0.0,0,0,0,0,0,1,24.6,0,0,0,0,0,0,0,0,3191.0,1873.0,224.0,1802.0,1284.0,20.0,0.0,60.0,2361.0,4056.0,368.0,474.0
17031660400,0,0.0,0.0,0,0,0,0,0,1,12.9,0,0,0,0,0,0,0,0,3026.0,2072.0,286.0,2668.0,332.0,9.0,3.0,64.0,2884.0,5239.0,238.0,494.0
17031660500,0,167.0,3.02,0,0,0,0,0,1,26.9,0,0,0,0,0,0,0,0,2739.0,1897.0,366.0,2444.0,667.0,29.0,0.0,49.0,2345.0,4397.0,331.0,352.0
17031660600,0,0.0,0.0,0,1,0,1,1,1,31.7,0,1,0,1,0,0,0,1,3598.0,2104.0,303.0,1102.0,3748.0,13.0,0.0,93.0,1377.0,2375.0,767.0,787.0
17031660700,0,183.0,7.73,0,1,0,1,1,1,24.5,0,1,0,1,0,0,0,1,901.0,690.0,236.0,41.0,2250.0,13.0,0.0,4.0,58.0,77.0,247.0,256.0
17031660800,0,0.0,0.0,0,1,0,1,1,1,19.1,0,1,0,1,0,0,0,1,2743.0,1846.0,421.0,838.0,3617.0,14.0,2.0,32.0,1362.0,1915.0,515.0,526.0
17031660900,0,80.0,1.89,0,1,0,1,1,1,36.0,0,1,0,1,0,0,0,1,3418.0,1298.0,370.0,322.0,3568.0,24.0,0.0,2.0,316.0,430.0,415.0,747.0
17031661000,0,0.0,0.0,0,0,0,0,0,1,25.9,0,0,0,0,0,0,0,0,3114.0,1600.0,561.0,266.0,5106.0,24.0,0.0,24.0,286.0,424.0,585.0,590.0
17031661100,0,31.0,0.47,1,1,1,1,1,1,13.8,1,1,1,1,1,0,0,1,2815.0,2145.0,395.0,1993.0,2970.0,42.0,0.0,12.0,1525.0,3081.0,238.0,431.0
17031670100,0,151.0,9.96,0,1,0,1,1,1,27.0,0,1,0,1,0,0,0,1,464.0,462.0,142.0,12.0,1465.0,3.0,0.0,5.0,31.0,32.0,113.0,175.0
17031670200,0,0.0,0.0,0,1,0,1,1,1,51.7,0,1,0,1,0,0,0,1,558.0,469.0,136.0,8.0,1333.0,2.0,0.0,0.0,37.0,34.0,158.0,161.0
17031670300,0,44.0,3.12,0,1,0,1,1,1,39.6,0,1,0,1,0,0,0,1,804.0,414.0,138.0,34.0,1322.0,5.0,1.0,1.0,48.0,51.0,168.0,132.0
17031670400,0,0.0,0.0,0,1,0,1,1,1,34.4,0,1,0,1,0,0,0,1,1062.0,599.0,187.0,26.0,1823.0,5.0,0.0,0.0,102.0,130.0,183.0,304.0
17031670500,0,36.0,2.73,0,1,0,0,0,1,25.8,0,1,0,1,0,0,0,0,604.0,406.0,146.0,22.0,1256.0,0.0,0.0,2.0,41.0,55.0,92.0,164.0
17031670600,0,10.0,0.61,0,1,0,1,1,1,31.6,0,1,0,1,0,0,0,1,473.0,468.0,190.0,13.0,1624.0,1.0,0.0,1.0,11.0,35.0,161.0,158.0
17031670700,0,5.0,0.34,0,1,0,0,0,1,33.8,0,1,0,1,0,0,0,0,654.0,495.0,163.0,10.0,1440.0,0.0,0.0,6.0,35.0,42.0,88.0,150.0
17031670800,0,2.0,0.12,0,1,0,1,1,1,33.7,0,1,0,1,0,0,0,1,815.0,486.0,210.0,5.0,1602.0,0.0,0.0,6.0,22.0,21.0,276.0,221.0
17031670900,0,0.0,0.0,0,1,0,1,1,1,32.9,0,1,0,1,0,0,0,1,732.0,359.0,178.0,3.0,1327.0,4.0,0.0,0.0,17.0,19.0,115.0,221.0
17031671100,0,16.0,1.27,0,1,0,0,0,1,48.1,0,1,0,1,0,0,0,0,660.0,395.0,141.0,12.0,1227.0,0.0,0.0,0.0,20.0,22.0,42.0,139.0
17031671200,0,0.0,0.0,0,1,0,1,1,1,42.7,0,1,0,1,0,0,0,1,734.0,405.0,135.0,8.0,1228.0,0.0,0.0,5.0,11.0,10.0,179.0,169.0
17031671300,0,6.0,0.22,0,1,0,1,1,1,24.6,0,1,0,1,0,0,0,1,1226.0,806.0,317.0,17.0,2615.0,0.0,0.0,3.0,53.0,39.0,223.0,318.0
17031671400,0,5.0,0.24,0,1,0,1,1,1,42.8,0,1,0,1,0,0,0,1,933.0,596.0,243.0,31.0,1993.0,0.0,0.0,3.0,45.0,67.0,207.0,196.0
17031671500,0,12.0,0.37,0,1,0,1,1,1,30.7,0,1,0,1,0,0,0,1,1632.0,976.0,395.0,25.0,3126.0,1.0,0.0,1.0,68.0,42.0,296.0,422.0
17031671600,0,101.0,4.05,0,1,0,0,0,1,25.9,0,1,0,1,0,0,0,0,1349.0,716.0,370.0,11.0,2442.0,0.0,0.0,12.0,30.0,22.0,361.0,329.0
17031671800,0,0.0,0.0,0,0,0,0,0,1,35.0,0,0,0,0,0,0,0,0,824.0,420.0,198.0,10.0,1378.0,1.0,0.0,1.0,32.0,31.0,159.0,168.0
17031671900,0,0.0,0.0,0,0,0,0,0,1,18.2,0,0,0,0,0,0,0,0,538.0,381.0,208.0,3.0,1349.0,0.0,0.0,1.0,25.0,18.0,77.0,76.0
17031672000,0,8.0,0.21,0,1,0,0,0,1,21.4,0,1,0,1,0,0,0,0,2418.0,1025.0,529.0,24.0,3639.0,0.0,0.0,11.0,61.0,85.0,301.0,418.0
17031680500,0,0.0,0.0,0,1,0,1,1,1,44.9,0,1,0,1,0,0,0,1,1007.0,404.0,165.0,12.0,1449.0,0.0,1.0,0.0,19.0,18.0,130.0,202.0
17031680600,0,0.0,0.0,0,1,0,0,0,1,53.4,0,1,0,1,0,0,0,0,949.0,462.0,137.0,11.0,1414.0,0.0,1.0,1.0,4.0,17.0,137.0,229.0
17031680900,0,57.0,1.42,0,0,0,0,0,1,37.9,0,0,0,0,0,0,0,0,2485.0,1210.0,525.0,28.0,3907.0,30.0,0.0,13.0,41.0,46.0,1194.0,905.0
17031681000,0,70.0,2.0,0,1,0,1,1,1,46.3,0,1,0,1,0,0,0,1,1953.0,1130.0,404.0,22.0,3418.0,3.0,0.0,2.0,53.0,39.0,624.0,606.0
17031681100,0,15.0,0.43,0,0,0,0,0,1,43.8,0,0,0,0,0,0,0,0,1956.0,1070.0,411.0,11.0,3444.0,0.0,0.0,9.0,53.0,32.0,373.0,473.0
17031681200,0,0.0,0.0,0,0,0,0,0,1,39.2,0,0,0,0,0,0,0,0,2043.0,873.0,243.0,11.0,2673.0,0.0,0.0,3.0,29.0,26.0,430.0,426.0
17031681300,0,0.0,0.0,0,0,0,0,0,1,40.1,0,0,0,0,0,0,0,0,1661.0,937.0,287.0,4.0,2895.0,1.0,6.0,4.0,26.0,15.0,278.0,307.0
17031681400,0,4.0,0.12,0,0,0,0,0,1,28.6,0,0,0,0,0,0,0,0,1459.0,985.0,388.0,15.0,3198.0,0.0,0.0,8.0,26.0,23.0,281.0,358.0
17031690300,0,351.0,16.02,0,0,0,0,0,1,59.3,0,0,0,0,0,0,0,0,1454.0,616.0,370.0,20.0,2144.0,0.0,0.0,6.0,21.0,26.0,321.0,484.0
17031690400,0,12.0,0.35,0,0,0,0,0,1,39.4,0,0,0,0,0,0,0,0,1994.0,873.0,413.0,17.0,3380.0,4.0,0.0,12.0,51.0,46.0,552.0,574.0
17031690500,0,0.0,0.0,0,0,0,0,0,1,43.3,0,0,0,0,0,0,0,0,373.0,195.0,111.0,6.0,862.0,0.0,0.0,0.0,9.0,6.0,180.0,134.0
17031690900,0,0.0,0.0,0,0,0,1,1,1,35.8,0,0,0,0,0,0,0,1,2346.0,1195.0,553.0,12.0,4409.0,4.0,0.0,24.0,71.0,36.0,623.0,598.0
17031691000,0,0.0,0.0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,848.0,473.0,435.0,16.0,2441.0,2.0,0.0,3.0,30.0,26.0,294.0,219.0
17031691100,0,58.0,1.78,0,0,0,0,0,1,48.0,0,0,0,0,0,0,0,0,2079.0,960.0,325.0,28.0,3194.0,3.0,0.0,10.0,31.0,47.0,420.0,570.0
17031691200,0,0.0,0.0,0,0,0,0,0,1,37.3,0,0,0,0,0,0,0,0,1770.0,879.0,287.0,13.0,2794.0,0.0,2.0,2.0,36.0,12.0,498.0,404.0
17031691300,0,0.0,0.0,0,0,0,0,0,1,24.2,0,0,0,0,0,0,0,0,995.0,481.0,461.0,22.0,2382.0,1.0,0.0,6.0,37.0,43.0,313.0,357.0
17031691400,0,0.0,0.0,0,1,0,0,0,1,20.1,0,1,0,1,0,0,0,0,1698.0,915.0,542.0,45.0,3482.0,0.0,0.0,3.0,81.0,35.0,485.0,515.0
17031691500,0,47.0,2.44,0,1,0,1,1,1,42.1,0,1,0,1,0,0,0,1,1286.0,581.0,234.0,25.0,1851.0,0.0,1.0,6.0,47.0,51.0,467.0,448.0
17031700100,0,0.0,0.0,0,0,0,0,1,0,15.8,1,1,1,1,1,0,0,1,1310.0,1023.0,192.0,547.0,2090.0,9.0,2.0,29.0,750.0,1129.0,106.0,235.0
17031700200,0,0.0,0.0,0,0,0,0,0,0,9.7,1,1,1,1,1,0,0,0,1945.0,2197.0,459.0,3226.0,934.0,67.0,4.0,47.0,2331.0,4599.0,145.0,231.0
17031700301,0,3.0,0.05,0,0,0,0,0,0,8.8,0,1,0,1,0,0,0,0,2052.0,1786.0,545.0,3529.0,462.0,92.0,0.0,49.0,1596.0,3623.0,84.0,317.0
17031700302,0,0.0,0.0,0,0,0,0,0,0,4.5,0,1,0,1,0,0,0,0,1953.0,1419.0,724.0,3317.0,789.0,42.0,0.0,27.0,1144.0,2481.0,127.0,143.0
17031700401,0,1.0,0.02,0,0,0,0,0,0,16.7,0,1,0,1,0,0,0,0,2229.0,1850.0,398.0,1367.0,3306.0,24.0,0.0,22.0,1204.0,1973.0,87.0,456.0
17031700402,0,0.0,0.0,0,1,0,0,0,1,25.1,0,1,0,1,0,0,0,0,1520.0,1171.0,303.0,824.0,2528.0,29.0,0.0,14.0,519.0,905.0,92.0,262.0
17031700501,0,453.0,6.36,0,0,0,0,1,0,6.3,0,1,0,1,0,0,0,1,1144.0,1587.0,809.0,399.0,6453.0,18.0,1.0,6.0,248.0,300.0,263.0,440.0
17031700502,0,204.0,6.72,0,0,0,0,0,0,8.3,0,1,0,1,0,0,0,0,554.0,658.0,527.0,269.0,2664.0,7.0,0.0,1.0,95.0,122.0,61.0,42.0
17031710100,0,0.0,0.0,0,0,0,0,0,1,49.4,0,0,0,0,0,0,0,0,813.0,350.0,105.0,15.0,1225.0,0.0,0.0,8.0,27.0,22.0,218.0,182.0
17031710200,0,0.0,0.0,0,0,0,0,0,1,28.2,0,0,0,0,0,0,0,0,2812.0,1516.0,684.0,18.0,4945.0,12.0,0.0,7.0,67.0,54.0,647.0,626.0
17031710300,0,0.0,0.0,0,0,0,0,0,1,34.2,0,0,0,0,0,0,0,0,762.0,399.0,198.0,3.0,1384.0,1.0,0.0,1.0,25.0,25.0,174.0,185.0
17031710400,0,0.0,0.0,0,0,0,0,0,1,28.9,0,0,0,0,0,0,0,0,2955.0,1410.0,804.0,29.0,5553.0,5.0,0.0,9.0,55.0,51.0,502.0,650.0
17031710500,0,43.0,1.04,0,0,0,0,0,1,25.4,0,0,0,0,0,0,0,0,2284.0,1077.0,551.0,10.0,4047.0,4.0,0.0,10.0,52.0,30.0,450.0,484.0
17031710600,0,0.0,0.0,0,1,0,1,1,1,29.4,0,1,0,1,0,0,0,1,1050.0,529.0,239.0,2.0,1819.0,0.0,0.0,0.0,17.0,4.0,241.0,239.0
17031710700,0,3.0,0.08,0,1,0,1,1,1,18.3,0,1,0,1,0,0,0,1,1310.0,912.0,597.0,11.0,3542.0,1.0,0.0,14.0,15.0,24.0,547.0,333.0
17031710800,0,5.0,0.09,0,1,0,0,0,1,24.5,0,1,0,1,0,0,0,0,1978.0,1332.0,919.0,17.0,5256.0,0.0,0.0,12.0,53.0,55.0,651.0,615.0
17031710900,0,0.0,0.0,0,0,0,0,0,1,37.8,0,0,0,0,0,0,0,0,1241.0,692.0,235.0,13.0,2151.0,0.0,0.0,2.0,32.0,40.0,231.0,316.0
17031711000,0,0.0,0.0,0,1,0,1,1,1,34.2,0,1,0,1,0,0,0,1,1724.0,983.0,534.0,16.0,3401.0,1.0,0.0,3.0,54.0,26.0,279.0,427.0
17031711100,0,0.0,0.0,0,1,0,0,0,1,7.5,0,1,0,1,0,0,0,0,681.0,632.0,528.0,11.0,2774.0,0.0,2.0,6.0,42.0,34.0,224.0,202.0
17031711200,0,0.0,0.0,0,1,0,0,0,1,17.5,0,1,0,1,0,0,0,0,2015.0,1147.0,1039.0,12.0,5071.0,7.0,0.0,12.0,43.0,29.0,467.0,498.0
17031711300,0,46.0,2.83,0,0,0,0,0,1,23.9,0,0,0,0,0,0,0,0,863.0,389.0,236.0,13.0,1576.0,2.0,0.0,2.0,33.0,19.0,114.0,214.0
17031711400,0,2.0,0.08,0,1,0,1,1,1,29.4,0,1,0,1,0,0,0,1,1280.0,674.0,465.0,11.0,2619.0,0.0,0.0,2.0,22.0,31.0,197.0,205.0
17031711500,0,0.0,0.0,0,1,0,0,0,1,25.9,0,1,0,1,0,0,0,0,1331.0,639.0,451.0,13.0,2506.0,0.0,0.0,2.0,18.0,15.0,177.0,326.0
17031720100,0,2.0,0.06,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,182.0,850.0,508.0,2068.0,1107.0,13.0,0.0,0.0,112.0,148.0,8.0,0.0
17031720200,0,10.0,0.25,0,0,0,0,0,0,10.0,0,1,0,1,0,0,0,0,517.0,982.0,456.0,1597.0,2243.0,19.0,1.0,18.0,138.0,166.0,73.0,67.0
17031720300,0,3.0,0.08,0,0,0,0,0,0,5.3,0,1,0,1,0,0,0,0,481.0,939.0,498.0,2488.0,1103.0,35.0,5.0,4.0,88.0,197.0,34.0,0.0
17031720400,0,3.0,0.16,0,0,0,0,0,0,2.1,0,1,0,1,0,0,0,0,118.0,558.0,208.0,1719.0,131.0,9.0,0.0,9.0,56.0,131.0,29.0,24.0
17031720500,0,0.0,0.0,0,0,0,0,0,0,1.7,0,1,0,1,0,0,0,0,115.0,629.0,228.0,2051.0,63.0,7.0,0.0,2.0,43.0,101.0,32.0,4.0
17031720600,0,0.0,0.0,0,0,0,0,0,0,2.4,0,1,0,1,0,0,0,0,122.0,475.0,214.0,1401.0,303.0,13.0,0.0,0.0,39.0,60.0,21.0,20.0
17031720700,0,0.0,0.0,0,0,0,0,0,0,5.5,1,1,1,1,1,0,0,0,475.0,711.0,319.0,1061.0,1958.0,18.0,4.0,5.0,103.0,112.0,97.0,80.0
17031730100,0,0.0,0.0,0,1,0,1,1,1,12.2,0,1,0,1,0,0,0,1,972.0,554.0,502.0,9.0,2370.0,0.0,0.0,7.0,38.0,21.0,107.0,248.0
17031730201,0,3.0,0.05,0,0,0,0,0,1,28.9,0,0,0,0,0,0,0,0,2621.0,1357.0,1001.0,14.0,5845.0,2.0,0.0,6.0,74.0,39.0,688.0,669.0
17031730202,0,189.0,6.07,0,0,0,0,0,0,11.9,0,1,0,1,0,0,0,0,1077.0,677.0,692.0,16.0,3058.0,3.0,0.0,2.0,36.0,21.0,101.0,155.0
17031730300,0,0.0,0.0,0,0,0,0,0,1,15.3,0,0,0,0,0,0,0,0,499.0,273.0,192.0,5.0,1153.0,1.0,0.0,0.0,7.0,3.0,91.0,104.0
17031730400,0,11.0,0.31,0,0,0,0,0,0,13.0,0,1,0,1,0,0,0,0,1150.0,759.0,739.0,38.0,3409.0,0.0,0.0,2.0,65.0,44.0,142.0,310.0
17031730500,0,3.0,0.07,1,1,1,1,1,1,19.9,1,1,1,1,1,0,0,1,1407.0,1043.0,882.0,22.0,4302.0,4.0,0.0,22.0,38.0,57.0,207.0,250.0
17031730600,0,4.0,0.11,0,1,0,1,1,1,30.7,0,1,0,1,0,0,0,1,2039.0,907.0,738.0,36.0,3515.0,1.0,4.0,9.0,49.0,53.0,190.0,238.0
17031730700,0,0.0,0.0,0,1,0,0,0,1,21.4,0,1,0,1,0,0,0,0,1251.0,638.0,413.0,13.0,2284.0,1.0,0.0,1.0,32.0,20.0,73.0,264.0
17031740100,0,0.0,0.0,0,0,0,0,0,0,3.6,0,1,0,1,0,0,0,0,404.0,753.0,345.0,2861.0,46.0,14.0,0.0,3.0,124.0,275.0,81.0,66.0
17031740200,0,716.0,10.94,0,0,0,0,0,0,5.8,0,1,0,1,0,0,0,0,550.0,1467.0,755.0,5947.0,337.0,52.0,3.0,10.0,198.0,513.0,78.0,89.0
17031740300,0,4.0,0.08,0,0,0,0,0,0,2.7,0,1,0,1,0,0,0,0,436.0,1156.0,512.0,4516.0,55.0,24.0,0.0,24.0,94.0,306.0,19.0,0.0
17031740400,0,6.0,0.13,0,0,0,0,0,0,3.8,0,1,0,1,0,0,0,0,551.0,1152.0,530.0,4016.0,574.0,43.0,1.0,11.0,140.0,288.0,135.0,58.0
17031750100,0,4.0,0.1,0,1,0,1,1,1,19.4,0,1,0,1,0,0,0,1,1688.0,987.0,858.0,35.0,4046.0,10.0,0.0,1.0,55.0,39.0,239.0,334.0
17031750200,0,16.0,0.5,0,0,0,0,0,0,10.8,0,1,0,1,0,0,0,0,418.0,754.0,392.0,1262.0,1825.0,34.0,0.0,1.0,105.0,117.0,164.0,128.0
17031750300,0,0.0,0.0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,350.0,681.0,240.0,2258.0,211.0,16.0,0.0,3.0,42.0,100.0,59.0,33.0
17031750400,0,0.0,0.0,0,0,0,0,0,0,5.4,0,1,0,1,0,0,0,0,514.0,727.0,304.0,2026.0,875.0,15.0,0.0,4.0,89.0,152.0,29.0,28.0
17031750500,0,379.0,6.38,0,1,0,0,0,1,24.4,0,1,0,1,0,0,0,0,1987.0,1437.0,1151.0,1160.0,4609.0,19.0,0.0,5.0,143.0,157.0,238.0,226.0
17031750600,0,9.0,0.24,0,1,0,1,1,1,36.9,0,1,0,1,0,0,0,1,1778.0,905.0,661.0,25.0,3585.0,3.0,8.0,4.0,56.0,54.0,301.0,391.0
17031760801,0,0.0,0.0,0,0,0,0,1,0,10.8,0,1,0,1,0,0,0,1,1442.0,566.0,326.0,2931.0,231.0,609.0,4.0,3.0,269.0,380.0,254.0,228.0
17031760802,0,0.0,0.0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,817.0,284.0,681.0,2158.0,6.0,53.0,0.0,0.0,59.0,133.0,113.0,112.0
17031760803,0,4.0,0.06,0,1,0,1,1,1,15.0,0,1,0,1,0,0,0,1,2403.0,1252.0,662.0,5323.0,169.0,384.0,0.0,15.0,345.0,680.0,383.0,315.0
17031770201,0,25.0,0.42,0,0,0,0,1,0,6.2,0,1,0,1,0,0,0,1,1380.0,1059.0,1120.0,4648.0,150.0,724.0,0.0,13.0,359.0,683.0,288.0,206.0
17031770202,0,5.0,0.1,0,0,0,0,0,0,4.2,0,1,0,1,0,0,0,0,1141.0,899.0,1077.0,4452.0,52.0,229.0,2.0,19.0,158.0,380.0,105.0,97.0
17031770300,0,0.0,0.0,0,0,0,0,1,0,2.3,1,1,1,1,1,0,0,1,747.0,1456.0,1007.0,6404.0,91.0,406.0,0.0,26.0,386.0,789.0,112.0,71.0
17031770400,0,0.0,0.0,0,0,0,0,1,0,6.7,0,1,0,1,0,0,0,1,996.0,1026.0,576.0,3373.0,96.0,460.0,1.0,29.0,546.0,840.0,186.0,156.0
17031770500,0,0.0,0.0,1,1,1,0,0,1,30.4,1,1,1,1,1,0,0,0,2568.0,1405.0,224.0,2491.0,70.0,16.0,1.0,83.0,1417.0,2920.0,27.0,225.0
17031770601,0,251.0,7.77,0,0,0,0,0,0,10.2,0,1,0,1,0,0,0,0,674.0,589.0,655.0,2745.0,36.0,268.0,0.0,15.0,168.0,412.0,0.0,120.0
17031770602,0,163.0,3.29,0,1,0,0,0,1,18.7,0,1,0,1,0,0,0,0,2110.0,1285.0,685.0,3464.0,62.0,434.0,0.0,87.0,909.0,2301.0,135.0,196.0
17031770700,0,0.0,0.0,0,0,0,0,0,0,10.8,1,1,1,1,1,0,0,0,681.0,551.0,529.0,2339.0,27.0,70.0,0.0,7.0,238.0,513.0,55.0,73.0
17031770800,0,0.0,0.0,1,1,1,1,1,1,7.0,1,1,1,1,1,0,0,1,1234.0,1197.0,606.0,4459.0,112.0,361.0,1.0,29.0,620.0,1281.0,234.0,236.0
17031770901,0,0.0,0.0,0,0,0,0,0,0,9.6,0,1,0,1,0,0,0,0,1204.0,849.0,1057.0,4383.0,15.0,321.0,0.0,10.0,205.0,387.0,206.0,110.0
17031770902,0,2.0,0.06,0,0,0,0,1,0,4.7,0,1,0,1,0,0,0,1,932.0,559.0,792.0,3236.0,37.0,148.0,0.0,1.0,99.0,203.0,161.0,61.0
17031800100,0,0.0,0.0,0,0,0,0,0,0,2.2,0,1,0,1,0,0,0,0,100.0,768.0,382.0,2336.0,12.0,51.0,0.0,1.0,19.0,62.0,0.0,7.0
17031800200,0,4.0,0.06,0,0,0,0,0,0,2.4,0,1,0,1,0,0,0,0,336.0,1991.0,877.0,5865.0,97.0,190.0,1.0,7.0,152.0,170.0,124.0,36.0
17031800300,0,0.0,0.0,0,0,0,0,0,0,3.2,0,1,0,1,0,0,0,0,164.0,1200.0,517.0,3329.0,14.0,116.0,0.0,7.0,35.0,75.0,41.0,23.0
17031800400,0,0.0,0.0,0,0,0,0,0,0,2.9,0,1,0,1,0,0,0,0,237.0,1247.0,516.0,3567.0,12.0,111.0,3.0,3.0,66.0,76.0,20.0,0.0
17031800500,0,9.0,0.18,0,0,0,0,0,0,2.6,0,1,0,1,0,0,0,0,329.0,1713.0,610.0,4636.0,6.0,169.0,0.0,3.0,87.0,125.0,24.0,0.0
17031800600,0,0.0,0.0,0,0,0,0,0,0,4.3,1,1,1,1,1,0,0,0,255.0,827.0,327.0,2343.0,6.0,33.0,0.0,0.0,18.0,36.0,20.0,7.0
17031800700,0,53.0,1.03,0,0,0,0,0,0,1.6,1,1,1,1,1,0,0,0,234.0,1689.0,756.0,4625.0,17.0,369.0,4.0,1.0,119.0,157.0,34.0,0.0
17031800800,0,0.0,0.0,0,0,0,0,0,0,5.6,0,1,0,1,0,0,0,0,264.0,439.0,538.0,1921.0,17.0,237.0,1.0,1.0,29.0,72.0,36.0,14.0
17031800900,0,0.0,0.0,0,0,0,0,0,0,3.5,0,1,0,1,0,0,0,0,388.0,1067.0,788.0,2938.0,62.0,1201.0,0.0,3.0,212.0,266.0,71.0,45.0
17031801000,0,0.0,0.0,0,0,0,0,1,0,5.7,1,1,1,1,1,0,0,1,607.0,1282.0,956.0,3922.0,39.0,813.0,0.0,0.0,134.0,162.0,138.0,51.0
17031801100,0,3.0,0.06,0,0,0,0,0,0,1.3,0,1,0,1,0,0,0,0,179.0,1607.0,500.0,4299.0,29.0,212.0,1.0,8.0,166.0,117.0,38.0,19.0
17031801200,0,1.0,0.03,0,0,0,0,0,0,3.1,0,1,0,1,0,0,0,0,248.0,1030.0,796.0,3390.0,16.0,98.0,0.0,0.0,43.0,47.0,61.0,0.0
17031801300,0,69.0,1.61,0,0,0,0,0,0,4.0,0,1,0,1,0,0,0,0,406.0,1268.0,711.0,3907.0,53.0,209.0,3.0,3.0,108.0,152.0,174.0,100.0
