,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
0,17031010100,Illinois,Cook County,1,4854,2302,0,218.0,4.49,0,1,0,1,1,1,35.8,62177.0,0,1,0,1,0,0,0,1,,1085.0,,,259.0,,1085.0,22.36,259.0,5.33,137.0,2.83,91.0,1.87,633.0,13.05,318.0,6.54,51.0,1.05,0.0,0.0,3.0,0.06,81.0,1.66,116.0,2.4,277.0,12.03,109.0,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.0,1058.0,277.0,1810.0,2437.0,150.0,1.0,33.0,423.0,616.0,1162.0,433.0,17,031,010100,17031010100,101,Census Tract 101,G5020,S,381061,0,+42.0212617,-087.6698442
1,17031010201,Illinois,Cook County,1,6450,2463,0,163.0,2.53,0,0,0,0,0,1,36.8,47411.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776.0,1704.0,314.0,2312.0,2350.0,299.0,6.0,48.0,1435.0,2049.0,751.0,851.0,17,031,010201,17031010201,102.01,Census Tract 102.01,G5020,S,504470,0,+42.0160076,-087.6801485
2,17031010202,Illinois,Cook County,1,2818,1115,0,315.0,11.18,0,0,0,0,0,1,18.5,51719.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.0,623.0,309.0,1237.0,953.0,143.0,1.0,18.0,466.0,789.0,464.0,232.0,17,031,010202,17031010202,102.02,Census Tract 102.02,G5020,S,351716,0,+42.0160503,-087.6733216
3,17031010300,Illinois,Cook County,1,6236,2826,0,791.0,12.68,0,1,0,1,1,1,16.1,66875.0,0,1,0,1,0,0,0,1,,1920.0,,,678.0,,1920.0,30.79,678.0,10.87,212.0,3.41,292.0,4.69,1183.0,18.96,521.0,8.36,59.0,0.95,3.0,0.04,6.0,0.1,147.0,2.37,204.0,3.27,315.0,11.14,137.0,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.0,951.0,884.0,3267.0,1722.0,346.0,16.0,21.0,864.0,1169.0,993.0,470.0,17,031,010300,17031010300,103,Census Tract 103,G5020,S,472017,0,+42.0159407,-087.6665351
4,17031010400,Illinois,Cook County,1,5042,2098,0,1349.0,26.76,0,0,0,0,0,1,19.1,59861.0,0,0,0,0,0,0,0,0,,5.0,,,2.0,,5.0,0.1,2.0,0.03,1.0,0.02,0.0,0.0,3.0,0.06,1.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.0,419.0,263.0,3341.0,729.0,562.0,5.0,17.0,388.0,480.0,655.0,277.0,17,031,010400,17031010400,104,Census Tract 104,G5020,S,548754,602605,+42.0064028,-087.6571350
5,17031010501,Illinois,Cook County,1,4091,2293,0,7.0,0.17,0,0,0,0,0,1,20.7,50266.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894.0,562.0,392.0,2018.0,1300.0,383.0,5.0,23.0,362.0,506.0,1132.0,466.0,17,031,010501,17031010501,105.01,Census Tract 105.01,G5020,S,202151,0,+42.0094117,-087.6639581
6,17031010502,Illinois,Cook County,1,3101,1684,0,3.0,0.1,0,0,0,0,0,1,30.0,37500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0,376.0,106.0,1820.0,776.0,239.0,1.0,31.0,234.0,340.0,751.0,180.0,17,031,010502,17031010502,105.02,Census Tract 105.02,G5020,S,180367,0,+42.0045171,-087.6633275
7,17031010503,Illinois,Cook County,1,2290,1184,0,163.0,7.12,0,0,0,0,0,1,48.0,43654.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.0,142.0,535.0,1452.0,303.0,331.0,2.0,19.0,183.0,245.0,494.0,296.0,17,031,010503,17031010503,105.03,Census Tract 105.03,G5020,S,194275,0,+42.0003200,-087.6631269
8,17031010600,Illinois,Cook County,1,6097,2943,0,175.0,2.87,0,0,0,0,0,1,24.4,87545.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.0,980.0,396.0,3459.0,1542.0,329.0,1.0,33.0,733.0,1153.0,1263.0,365.0,17,031,010600,17031010600,106,Census Tract 106,G5020,S,494956,0,+42.0062784,-087.6676833
9,17031010701,Illinois,Cook County,1,3864,1535,0,0.0,0.0,0,0,0,0,0,1,20.8,72500.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0,962.0,240.0,2125.0,761.0,204.0,2.0,15.0,757.0,1463.0,285.0,273.0,17,031,010701,17031010701,107.01,Census Tract 107.01,G5020,S,429680,0,+42.0091481,-087.6786203
10,17031010702,Illinois,Cook County,1,5143,1912,0,60.0,1.17,0,0,0,0,0,1,24.2,49440.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640.0,1363.0,167.0,2381.0,1155.0,323.0,3.0,36.0,1245.0,2423.0,698.0,406.0,17,031,010702,17031010702,107.02,Census Tract 107.02,G5020,S,357547,0,+42.0090199,-087.6727257
11,17031020100,Illinois,Cook County,1,3965,1508,0,48.0,1.21,0,0,0,0,0,1,14.2,65982.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.0,1000.0,352.0,1529.0,1182.0,608.0,4.0,28.0,614.0,952.0,250.0,250.0,17,031,020100,17031020100,201,Census Tract 201,G5020,S,411316,0,+42.0157197,-087.6871154
12,17031020200,Illinois,Cook County,1,6676,2054,0,118.0,1.77,0,0,0,0,0,0,13.5,71300.0,0,0,0,0,0,0,0,0,,285.0,,,18.0,,285.0,4.27,18.0,0.26,112.0,1.67,30.0,0.45,228.0,3.41,11.0,0.17,33.0,0.49,0.0,0.0,0.0,0.0,13.0,0.19,21.0,0.31,1.0,0.03,14.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.0,1865.0,838.0,4069.0,618.0,1394.0,1.0,8.0,586.0,943.0,91.0,352.0,17,031,020200,17031020200,202,Census Tract 202,G5020,S,1241960,0,+42.0156903,-087.6995191
13,17031020301,Illinois,Cook County,1,4750,1969,0,2.0,0.04,0,0,0,0,0,0,13.6,72461.0,0,1,0,1,0,0,0,0,,1862.0,,,532.0,,1862.0,39.21,532.0,11.2,705.0,14.84,235.0,4.95,1640.0,34.52,35.0,0.74,83.0,1.76,0.0,0.0,4.0,0.08,100.0,2.11,183.0,3.85,26.0,1.3,75.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,1228.0,1233.0,3965.0,106.0,470.0,0.0,15.0,194.0,289.0,346.0,276.0,17,031,020301,17031020301,203.01,Census Tract 203.01,G5020,S,825543,0,+42.0068651,-087.7051865
14,17031020302,Illinois,Cook County,1,4650,1630,0,369.0,7.94,0,1,0,0,0,1,22.8,95125.0,0,1,0,1,0,0,0,0,,1663.0,,,574.0,,1663.0,35.76,574.0,12.35,422.0,9.08,244.0,5.25,1244.0,26.75,105.0,2.25,206.0,4.42,0.0,0.0,4.0,0.08,105.0,2.25,242.0,5.2,93.0,5.69,79.0,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.0,1103.0,685.0,3051.0,462.0,504.0,0.0,12.0,621.0,952.0,277.0,233.0,17,031,020302,17031020302,203.02,Census Tract 203.02,G5020,S,639921,0,+42.0085406,-087.6949634
15,17031020400,Illinois,Cook County,1,4168,1688,0,15.0,0.36,0,0,0,0,0,0,17.9,75179.0,0,1,0,1,0,0,0,0,,818.0,,,330.0,,818.0,19.63,330.0,7.93,182.0,4.36,78.0,1.87,463.0,11.11,95.0,2.27,101.0,2.43,0.0,0.0,9.0,0.23,150.0,3.59,236.0,5.67,52.0,3.07,35.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.0,1016.0,409.0,2266.0,718.0,530.0,0.0,27.0,627.0,987.0,200.0,162.0,17,031,020400,17031020400,204,Census Tract 204,G5020,S,555414,0,+42.0084869,-087.6859126
16,17031020500,Illinois,Cook County,1,6214,2077,0,241.0,3.88,0,0,0,0,0,1,26.3,46250.0,0,0,0,0,0,0,0,0,,38.0,,,24.0,,38.0,0.61,24.0,0.39,12.0,0.19,2.0,0.03,12.0,0.2,5.0,0.07,14.0,0.22,0.0,0.0,1.0,0.02,7.0,0.11,10.0,0.16,2.0,0.11,3.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3553.0,1592.0,641.0,2167.0,1221.0,1684.0,1.0,54.0,1087.0,1528.0,354.0,593.0,17,031,020500,17031020500,205,Census Tract 205,G5020,S,771656,0,+42.0013129,-087.6841982
17,17031020601,Illinois,Cook County,1,6353,1990,0,32.0,0.5,0,0,0,0,0,1,24.3,48393.0,0,0,0,0,0,0,0,0,,335.0,,,116.0,,335.0,5.28,116.0,1.83,101.0,1.59,36.0,0.57,260.0,4.09,11.0,0.17,36.0,0.57,0.0,0.0,2.0,0.02,27.0,0.42,55.0,0.87,11.0,0.55,35.0,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,1876.0,584.0,3908.0,304.0,1317.0,1.0,38.0,785.0,1010.0,429.0,616.0,17,031,020601,17031020601,206.01,Census Tract 206.01,G5020,S,591326,0,+42.0008746,-087.7018025
18,17031020602,Illinois,Cook County,1,4340,1397,0,13.0,0.3,0,1,0,0,0,1,22.0,49750.0,0,1,0,1,0,0,0,0,,878.0,,,388.0,,878.0,20.24,388.0,8.93,214.0,4.93,98.0,2.27,489.0,11.28,69.0,1.59,163.0,3.75,0.0,0.0,5.0,0.11,152.0,3.51,188.0,4.32,29.0,2.1,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,1117.0,435.0,2084.0,326.0,1215.0,5.0,11.0,699.0,1139.0,283.0,251.0,17,031,020602,17031020602,206.02,Census Tract 206.02,G5020,S,492027,0,+42.0013156,-087.6936373
19,17031020701,Illinois,Cook County,1,1704,648,0,0.0,0.0,0,0,0,0,0,0,6.6,107426.0,0,1,0,1,0,0,0,0,,803.0,,,219.0,,803.0,47.12,219.0,12.87,189.0,11.06,125.0,7.35,547.0,32.1,21.0,1.22,166.0,9.74,0.0,0.0,2.0,0.12,67.0,3.93,90.0,5.31,8.0,1.25,28.0,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,385.0,281.0,1088.0,42.0,418.0,0.0,7.0,149.0,227.0,16.0,57.0,17,031,020701,17031020701,207.01,Census Tract 207.01,G5020,S,591396,0,+41.9868915,-087.7036897
20,17031020702,Illinois,Cook County,1,7194,2312,0,141.0,1.96,0,0,0,0,0,1,22.1,46625.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628.0,1799.0,881.0,3618.0,556.0,2090.0,0.0,32.0,898.0,1174.0,256.0,675.0,17,031,020702,17031020702,207.02,Census Tract 207.02,G5020,S,786877,0,+41.9952890,-087.7053882
21,17031020801,Illinois,Cook County,1,5458,2017,0,2.0,0.04,0,0,0,0,0,1,16.5,54688.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314.0,1241.0,585.0,2945.0,386.0,1184.0,2.0,32.0,909.0,1467.0,227.0,435.0,17,031,020801,17031020801,208.01,Census Tract 208.01,G5020,S,655953,0,+41.9868081,-087.6944149
22,17031020802,Illinois,Cook County,1,6963,2111,0,21.0,0.3,0,0,0,0,0,1,26.2,52277.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315.0,1882.0,508.0,2347.0,746.0,2561.0,0.0,43.0,1266.0,1773.0,317.0,751.0,17,031,020802,17031020802,208.02,Census Tract 208.02,G5020,S,644017,0,+41.9940592,-087.6946306
23,17031020901,Illinois,Cook County,1,5221,1790,0,16.0,0.31,0,0,0,0,0,1,28.9,42702.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622.0,1366.0,300.0,1839.0,1061.0,1182.0,1.0,36.0,1102.0,1526.0,377.0,473.0,17,031,020901,17031020901,209.01,Census Tract 209.01,G5020,S,484094,2819,+41.9950577,-087.6864264
24,17031020902,Illinois,Cook County,1,4286,1564,0,461.0,10.76,0,0,0,0,0,1,26.7,40212.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.0,846.0,493.0,2095.0,564.0,1123.0,2.0,10.0,492.0,734.0,408.0,417.0,17,031,020902,17031020902,209.02,Census Tract 209.02,G5020,S,503215,0,+41.9942499,-087.6786971
25,17031030101,Illinois,Cook County,1,3893,2334,0,15.0,0.39,0,0,0,0,0,1,14.7,56488.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.0,446.0,590.0,2017.0,996.0,505.0,0.0,20.0,355.0,544.0,634.0,282.0,17,031,030101,17031030101,301.01,Census Tract 301.01,G5020,S,122359,115695,+41.9913475,-087.6550420
26,17031030102,Illinois,Cook County,1,3204,1894,0,66.0,2.06,0,0,0,0,0,0,16.2,72115.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.0,308.0,361.0,1898.0,709.0,330.0,1.0,13.0,253.0,347.0,947.0,106.0,17,031,030102,17031030102,301.02,Census Tract 301.02,G5020,S,113330,87128,+41.9930264,-087.6550225
27,17031030103,Illinois,Cook County,1,1928,1084,0,366.0,18.98,0,0,0,0,0,0,16.6,67969.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,84.0,104.0,1150.0,341.0,303.0,0.0,4.0,130.0,182.0,370.0,28.0,17,031,030103,17031030103,301.03,Census Tract 301.03,G5020,S,86635,101282,+41.9955241,-087.6551527
28,17031030104,Illinois,Cook County,1,3681,1189,0,1681.0,45.67,0,0,0,0,0,1,27.9,69375.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.0,129.0,265.0,2398.0,409.0,695.0,1.0,8.0,170.0,282.0,470.0,107.0,17,031,030104,17031030104,301.04,Census Tract 301.04,G5020,S,109162,71860,+41.9973166,-087.6559766
29,17031030200,Illinois,Cook County,1,5369,2507,0,45.0,0.84,0,0,0,0,0,0,14.3,107411.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,910.0,409.0,3918.0,468.0,432.0,6.0,38.0,507.0,743.0,604.0,49.0,17,031,030200,17031030200,302,Census Tract 302,G5020,S,666199,0,+41.9944414,-087.6652300
30,17031030300,Illinois,Cook County,1,3322,1393,0,0.0,0.0,0,0,0,0,0,1,24.0,48472.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0,683.0,427.0,1716.0,432.0,438.0,2.0,49.0,685.0,1219.0,443.0,294.0,17,031,030300,17031030300,303,Census Tract 303,G5020,S,314151,0,+41.9943875,-087.6725348
31,17031030400,Illinois,Cook County,1,2684,1251,0,0.0,0.0,0,0,0,0,0,1,15.9,54375.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.0,486.0,308.0,1818.0,205.0,282.0,0.0,17.0,362.0,852.0,269.0,240.0,17,031,030400,17031030400,304,Census Tract 304,G5020,S,346489,0,+41.9869515,-087.6720788
32,17031030500,Illinois,Cook County,1,6395,2970,0,125.0,1.95,0,0,0,0,0,0,5.5,96607.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.0,949.0,431.0,4386.0,533.0,506.0,4.0,67.0,899.0,1626.0,836.0,119.0,17,031,030500,17031030500,305,Census Tract 305,G5020,S,618134,0,+41.9872260,-087.6649359
33,17031030601,Illinois,Cook County,1,4012,2153,0,182.0,4.54,0,0,0,0,0,1,17.6,40956.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.0,473.0,627.0,2179.0,1050.0,424.0,0.0,16.0,343.0,521.0,791.0,488.0,17,031,030601,17031030601,306.01,Census Tract 306.01,G5020,S,142181,110657,+41.9888802,-087.6549042
34,17031030603,Illinois,Cook County,1,2095,1273,0,0.0,0.0,0,0,0,0,0,1,23.9,42021.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,271.0,72.0,1031.0,617.0,178.0,0.0,24.0,245.0,447.0,754.0,235.0,17,031,030603,17031030603,306.03,Census Tract 306.03,G5020,S,116001,0,+41.9854762,-087.6583979
35,17031030604,Illinois,Cook County,1,2976,1884,0,2.0,0.07,0,0,0,0,0,1,24.4,66775.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302.0,246.0,406.0,1592.0,602.0,569.0,1.0,8.0,204.0,275.0,1066.0,299.0,17,031,030604,17031030604,306.04,Census Tract 306.04,G5020,S,174696,109054,+41.9856712,-087.6528374
36,17031030701,Illinois,Cook County,1,1549,888,0,196.0,12.65,0,0,0,0,0,1,26.3,63393.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.0,147.0,107.0,827.0,405.0,120.0,1.0,7.0,189.0,267.0,445.0,151.0,17,031,030701,17031030701,307.01,Census Tract 307.01,G5020,S,69878,0,+41.9827453,-087.6579659
37,17031030702,Illinois,Cook County,1,1630,1087,0,0.0,0.0,0,0,0,0,0,0,13.1,117565.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,111.0,266.0,1006.0,170.0,362.0,0.0,4.0,88.0,124.0,592.0,69.0,17,031,030702,17031030702,307.02,Census Tract 307.02,G5020,S,8299,0,+41.9806894,-087.6548217
38,17031030703,Illinois,Cook County,1,2830,1724,0,4.0,0.14,0,0,0,0,0,1,25.1,57550.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.0,274.0,584.0,1717.0,586.0,265.0,2.0,23.0,237.0,353.0,920.0,396.0,17,031,030703,17031030703,307.03,Census Tract 307.03,G5020,S,198288,0,+41.9788748,-087.6578708
39,17031030706,Illinois,Cook County,1,3599,2375,0,0.0,0.0,0,0,0,0,0,1,13.3,56750.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,296.0,1024.0,2373.0,504.0,460.0,0.0,21.0,241.0,387.0,1102.0,162.0,17,031,030706,17031030706,307.06,Census Tract 307.06,G5020,S,395781,186155,+41.9804564,-087.6509730
